file,row,field,before,after,reason
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,12,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\02cd1d17763c869ff3d4af5e28539456.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\02cd1d17763c869ff3d4af5e28539456.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,13,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\02efc4e2e6e71e024fbfecb404a008a4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\02efc4e2e6e71e024fbfecb404a008a4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,14,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0339aac16e3dd93ee397315a224147a6.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0339aac16e3dd93ee397315a224147a6.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,15,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\03431b577d1ccf075e930c4c4913c079.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\03431b577d1ccf075e930c4c4913c079.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,16,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\039c6997248b3a6ba3c909af35fce0eb.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\039c6997248b3a6ba3c909af35fce0eb.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,17,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\03a6078c0c12fb076b50ae017e590e19.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\03a6078c0c12fb076b50ae017e590e19.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,18,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\03cd593a310656563a5aa3886ff30380.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\03cd593a310656563a5aa3886ff30380.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,19,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0452d38f45e4e79f91821e88bb812608.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0452d38f45e4e79f91821e88bb812608.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,20,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0501d62912b9a6ff04eae4ffc56affc2.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0501d62912b9a6ff04eae4ffc56affc2.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,21,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\053700069ddf3c4f1f6c477a48337836.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\053700069ddf3c4f1f6c477a48337836.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,22,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\053cf0f0a75926ebd53f0265bad6aee4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\053cf0f0a75926ebd53f0265bad6aee4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,23,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\05c0c802db4f100de8e2a9fa4aa62d14.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\05c0c802db4f100de8e2a9fa4aa62d14.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,24,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\05e0b2465053b685ca37849eac3dd62f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\05e0b2465053b685ca37849eac3dd62f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,25,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\05f4911da872a51502a16e8807ee673f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\05f4911da872a51502a16e8807ee673f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,26,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\070d372757bfbb0cee7d68fd50369fc4.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\070d372757bfbb0cee7d68fd50369fc4.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,27,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0777120fdd60f6a3cf8eaf3b8cf3585a.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0777120fdd60f6a3cf8eaf3b8cf3585a.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,28,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\077c76dffde69c0b90c28d78ef2ac31e.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\077c76dffde69c0b90c28d78ef2ac31e.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,29,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0797fa5e2725c9b801e6d01cfa9a09da.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0797fa5e2725c9b801e6d01cfa9a09da.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,30,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\07ab6d47d868962851d22d4d1249593d.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\07ab6d47d868962851d22d4d1249593d.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,31,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\08726b7ba2f04a33ff1b878b75498776.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\08726b7ba2f04a33ff1b878b75498776.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,32,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0905c0dc82fb8fe621c43f53719a55ca.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0905c0dc82fb8fe621c43f53719a55ca.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,33,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\098d7923f09b8f6f163143ad97dacc12.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\098d7923f09b8f6f163143ad97dacc12.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,34,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\09f9a62fceffacc4d062a7fe24a626b8.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\09f9a62fceffacc4d062a7fe24a626b8.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,35,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0a072917005494298d153c01bbd8f689.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0a072917005494298d153c01bbd8f689.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,36,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0a2d01ecb9e01cf972c1e1d31ccacb98.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0a2d01ecb9e01cf972c1e1d31ccacb98.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,37,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0a411e44ec67f3d5d80a5b3d5a3edca3.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0a411e44ec67f3d5d80a5b3d5a3edca3.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,38,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0b22826cc68b8d3177c5be2f4e1ae720.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0b22826cc68b8d3177c5be2f4e1ae720.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,39,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c0e47b7e0ebd10209a81d01e3c889a6.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c0e47b7e0ebd10209a81d01e3c889a6.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,40,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c11bc2eb3de5bd737ae186aea0d0306.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c11bc2eb3de5bd737ae186aea0d0306.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,41,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c2079e62ddfb06a8a5300cefaa3a970.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c2079e62ddfb06a8a5300cefaa3a970.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,42,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c25b330d5b20498108b343c644f2a1c.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c25b330d5b20498108b343c644f2a1c.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,43,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c31081e8ada2990bcbef0f12ea60b07.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c31081e8ada2990bcbef0f12ea60b07.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,44,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c577dc6594dab44ebbd6964de673eaa.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c577dc6594dab44ebbd6964de673eaa.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,45,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c6a7e3c733bd4f4d89443ca16615fc6.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c6a7e3c733bd4f4d89443ca16615fc6.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,46,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c76c19b3f015e0387dd2adcbef86182.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c76c19b3f015e0387dd2adcbef86182.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,47,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0c7d2e66dd63fca8b98c38146ba96f6c.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0c7d2e66dd63fca8b98c38146ba96f6c.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,48,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0ca7c951e2298b9aad37ae0deb4d2a92.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0ca7c951e2298b9aad37ae0deb4d2a92.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,49,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0d03df2e9ed557d0c9edcec777056c1f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0d03df2e9ed557d0c9edcec777056c1f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,50,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0dbdb924a9140849abd4ff650c5356da.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0dbdb924a9140849abd4ff650c5356da.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,51,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0dc30d30a14a6a68c9bec20ee32331c2.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0dc30d30a14a6a68c9bec20ee32331c2.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,52,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0e6da52d629393b3bcf24d8e99c1ea3f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0e6da52d629393b3bcf24d8e99c1ea3f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,53,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0e8291c45a5ef61d2d9ecfcf3224899d.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0e8291c45a5ef61d2d9ecfcf3224899d.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,54,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0e8b19dc3af06aaed4718cd664a896bf.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0e8b19dc3af06aaed4718cd664a896bf.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,55,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0ee6114a53757f4531d42e8b19b4751c.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0ee6114a53757f4531d42e8b19b4751c.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,56,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0f186e3eba8d9ebd51feed957204ddbf.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0f186e3eba8d9ebd51feed957204ddbf.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,57,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0f26e889539ff64afd23927ee40436b8.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0f26e889539ff64afd23927ee40436b8.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,58,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0f5f23a027345ba0f0a63f1eca460b0c.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0f5f23a027345ba0f0a63f1eca460b0c.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,59,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\0f76d35a022a7188cad9a83e283fdc8f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\0f76d35a022a7188cad9a83e283fdc8f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,60,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\10e7dac260f11046164aa94f2d8add9f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\10e7dac260f11046164aa94f2d8add9f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,61,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1138649f25528f0ab76c93ac60279ca3.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1138649f25528f0ab76c93ac60279ca3.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,62,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1148a27d6ea1ec7669de022fe2480890.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1148a27d6ea1ec7669de022fe2480890.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,63,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\11d5cd186965cfe8e615157e492e34bb.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\11d5cd186965cfe8e615157e492e34bb.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,64,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\12268c1ea761140eafee75acabc44fb0.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\12268c1ea761140eafee75acabc44fb0.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,65,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1245f853816564c0ee3f1b9e93521ff0.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1245f853816564c0ee3f1b9e93521ff0.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,66,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1280dc55c1ff852024be232c2942e3fd.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1280dc55c1ff852024be232c2942e3fd.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,67,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1283d5ba97663aef3b97ee4f1884e9f9.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1283d5ba97663aef3b97ee4f1884e9f9.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,68,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\128f55a981d4192a2990946431a7469b.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\128f55a981d4192a2990946431a7469b.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,69,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\12bd4c85000b33c532fb9d57b5f2a08e.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\12bd4c85000b33c532fb9d57b5f2a08e.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,70,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\12e0e910766f2d1b1ccda7c32051643f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\12e0e910766f2d1b1ccda7c32051643f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,71,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\12ede510c82b53705e33fa758ff03131.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\12ede510c82b53705e33fa758ff03131.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,72,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\13088cbf40717bace59ef0961554c08f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\13088cbf40717bace59ef0961554c08f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,73,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1374c483d258203eadf6c6a525899d51.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1374c483d258203eadf6c6a525899d51.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,74,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\146584f4913fd351785bf9159fd17617.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\146584f4913fd351785bf9159fd17617.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,75,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\14a097373f1e4e57878c3929fd2f3b4e.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\14a097373f1e4e57878c3929fd2f3b4e.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,76,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\150d9b226334d9f3471d088307cdc5fd.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\150d9b226334d9f3471d088307cdc5fd.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,77,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1516651227a420f879b4cea1500ee7db.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1516651227a420f879b4cea1500ee7db.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,78,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\151893dad65d5077f5a377fc9d0e6881.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\151893dad65d5077f5a377fc9d0e6881.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,79,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\151aade5871241a6deb39da83b9d2c47.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\151aade5871241a6deb39da83b9d2c47.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,80,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\15a71d5f1e9a0221e14cde0e0d1a2ccd.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\15a71d5f1e9a0221e14cde0e0d1a2ccd.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,81,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\163898fbc57f00f58ad27e72031a541f.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\163898fbc57f00f58ad27e72031a541f.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,82,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\1691ab3a82040297355b59a34c1e3fa9.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\1691ab3a82040297355b59a34c1e3fa9.png,mapped_to_project3_raw_png
C:\Users\09688\thoracic-cxr-project-3\data\metadata\image_manifest.csv,83,source_image_path,C:\Users\09688\thoracic-cxr-project\data\raw\dicom_files\16b02dc3b4e8deb6c1cc686c9ef911dd.dicom,C:\Users\09688\thoracic-cxr-project-3\data\raw\images\16b02dc3b4e8deb6c1cc686c9ef911dd.png,mapped_to_project3_raw_png
