file_path,category,purpose,status,main_functions,imports,inputs,outputs,formal_or_legacy,thesis_section,evidence_level,notes
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160018617622Z_c9983241/input_metadata.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160018617622Z_c9983241/model_prediction.csv,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160018617622Z_c9983241/model_prediction.json,quarantine,隔離備份，不作正式流程證據,legacy,,,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160018617622Z_c9983241/ollama_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160018617622Z_c9983241/ollama_report.txt,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160018617622Z_c9983241/session_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/ground_truth_comparison.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/input_metadata.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/model_prediction.csv,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/model_prediction.json,quarantine,隔離備份，不作正式流程證據,legacy,,,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/ollama_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/ollama_report.txt,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160053026741Z_b579a6b4/session_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/ground_truth_comparison.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/input_metadata.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/model_prediction.csv,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/model_prediction.json,quarantine,隔離備份，不作正式流程證據,legacy,,,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/ollama_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/ollama_report.txt,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160115072410Z_02fe83cb/session_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/ground_truth_comparison.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/input_metadata.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/model_prediction.csv,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/model_prediction.json,quarantine,隔離備份，不作正式流程證據,legacy,,,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/ollama_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/ollama_report.txt,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T160637073100Z_0ebec276/session_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/diagnosis_report.md,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/ground_truth_comparison.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/input_metadata.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/model_prediction.csv,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/model_prediction.json,quarantine,隔離備份，不作正式流程證據,legacy,,,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/ollama_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/ollama_report.txt,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T162432532865Z_b9a8506e/session_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/diagnosis_report.md,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/ground_truth_comparison.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/input_metadata.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/model_prediction.csv,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/model_prediction.json,quarantine,隔離備份，不作正式流程證據,legacy,,,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\checkpoints\\full_image_multilabel_patch_transfer.pt; outputs\\full_image_224_multilabel_seed42\\phase2_patch_transfer\\validation_selected_thresholds.json,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/ollama_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/ollama_report.txt,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
_cleanup_quarantine/20260721T184813963710Z/outputs/full_image_multilabel_gradio_demo/sessions/20260721T163158634376Z_24690123/session_audit.json,quarantine,隔離備份，不作正式流程證據,legacy,,,,,legacy,方法/系統實作：Full-image 多標籤與 Demo,low,
